id,tokens,ner_tags
557,"['The' 'sample' 'has' 'a' 'multicomponent' 'structure' 'and' 'can'
 'download' 'a' 'payload' 'or' 'updates' 'from' 'its' 'C' '&' 'C' 'server'
 ',' 'which' 'happens' 'to' 'be' 'an' 'FTP' 'server' 'belonging' 'to'
 'the' 'free' 'Russian' 'web' 'hosting' 'service' 'Ucoz' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10]"
558,"['It' 'is' 'noteworthy' 'that' 'BusyGasper' 'supports' 'the' 'IRC'
 'protocol' 'which' 'is' 'rarely' 'seen' 'among' 'Android' 'malware' '.']",[10 10 10 10  1 10 10 10 10 10 10 10 10 10  3 10 10]
559,"['In' 'addition' ',' 'the' 'malware' 'can' 'log' 'in' 'to' 'the'
 'attacker' '’' 's' 'email' 'inbox' ',' 'parse' 'emails' 'in' 'a'
 'special' 'folder' 'for' 'commands' 'and' 'save' 'any' 'payloads' 'to'
 'a' 'device' 'from' 'email' 'attachments' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10]"
560,"['This' 'particular' 'operation' 'has' 'been' 'active' 'since'
 'approximately' 'May' '2016' 'up' 'to' 'the' 'present' 'time' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
561,"['Infection' 'vector' 'and' 'victims' 'While' 'looking' 'for' 'the'
 'infection' 'vector' ',' 'we' 'found' 'no' 'evidence' 'of' 'spear'
 'phishing' 'or' 'any' 'of' 'the' 'other' 'common' 'vectors' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10]"
562,"['But' 'some' 'clues' ',' 'such' 'as' 'the' 'existence' 'of' 'a' 'hidden'
 'menu' 'for' 'operator' 'control' ',' 'point' 'to' 'a' 'manual'
 'installation' 'method' '–' 'the' 'attackers' 'used' 'physical' 'access'
 'to' 'a' 'victim' '’' 's' 'device' 'to' 'install' 'the' 'malware' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
563,"['This' 'would' 'explain' 'the' 'number' 'of' 'victims' '–' 'there' 'are'
 'less' 'than' '10' 'of' 'them' 'and' 'according' 'to' 'our' 'detection'
 'statistics' ',' 'they' 'are' 'all' 'located' 'in' 'the' 'Russia' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10]"
564,"['Intrigued' ',' 'we' 'continued' 'our' 'search' 'and' 'found' 'more'
 'interesting' 'clues' 'that' 'could' 'reveal' 'some' 'detailed'
 'information' 'about' 'the' 'owners' 'of' 'the' 'infected' 'devices' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10]"
565,"['Several' 'TXT' 'files' 'with' 'commands' 'on' 'the' 'attacker' '’' 's'
 'FTP' 'server' 'contain' 'a' 'victim' 'identifier' 'in' 'the' 'names'
 'that' 'was' 'probably' 'added' 'by' 'the' 'criminals' ':'
 'CMDS10114-Sun1.txt' 'CMDS10134-Ju_ASUS.txt' 'CMDS10134-Tad.txt'
 'CMDS10166-Jana.txt' 'CMDS10187-Sun2.txt' 'CMDS10194-SlavaAl.txt'
 'CMDS10209-Nikusha.txt' 'Some' 'of' 'them' 'sound' 'like' 'Russian'
 'names' ':' 'Jana' ',' 'SlavaAl' ',' 'Nikusha' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10  0  0  0  0  0  0  0 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
566,"['As' 'we' 'know' 'from' 'the' 'FTP' 'dump' 'analysis' ',' 'there' 'was'
 'a' 'firmware' 'component' 'from' 'ASUS' 'firmware' ',' 'indicating'
 'the' 'attacker' '’' 's' 'interest' 'in' 'ASUS' 'devices' ',' 'which'
 'explains' 'the' 'victim' 'file' 'name' 'that' 'mentions' '“' 'ASUS' '”'
 '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  2 10 10 10 10 10 10 10 10
 10  2 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
567,"['Information' 'gathered' 'from' 'the' 'email' 'account' 'provides' 'a'
 'lot' 'of' 'the' 'victims' '’' 'personal' 'data' ',' 'including'
 'messages' 'from' 'IM' 'applications' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
568,"['Gathered' 'file' 'Type' 'Description' 'lock' 'Text' 'Implant' 'log'
 'ldata' 'sqlite3' 'Location' 'data' 'based' 'on' 'network' '(' 'cell_id'
 ')' 'gdata' 'sqlite3' 'Location' 'data' 'based' 'on' 'GPS' 'coordinates'
 'sdata' 'sqlite3' 'SMS' 'messages' 'f.db' 'sqlite3' 'Facebook' 'messages'
 'v.db' 'sqlite3' 'Viber' 'messages' 'w.db' 'sqlite3' 'WhatsApp'
 'messages' 'Among' 'the' 'other' 'data' 'gathered' 'were' 'SMS' 'banking'
 'messages' 'that' 'revealed' 'an' 'account' 'with' 'a' 'balance' 'of'
 'more' 'than' 'US' '$' '10,000.But' 'as' 'far' 'as' 'we' 'know' ',' 'the'
 'attacker' 'behind' 'this' 'campaign' 'is' 'not' 'interested' 'in'
 'stealing' 'the' 'victims' '’' 'money' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10  0  5 10 10  0  5  3 10  0  5  3 10  0  5  3 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10]"
569,"['We' 'found' 'no' 'similarities' 'to' 'commercial' 'spyware' 'products'
 'or' 'to' 'other' 'known' 'spyware' 'variants' ',' 'which' 'suggests'
 'BusyGasper' 'is' 'self-developed' 'and' 'used' 'by' 'a' 'single'
 'threat' 'actor' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  1 10 10 10 10 10 10
 10 10 10 10]"
570,"['At' 'the' 'same' 'time' ',' 'the' 'lack' 'of' 'encryption' ',' 'use'
 'of' 'a' 'public' 'FTP' 'server' 'and' 'the' 'low' 'opsec' 'level'
 'could' 'indicate' 'that' 'less' 'skilled' 'attackers' 'are' 'behind'
 'the' 'malware' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10]"
571,"['Technical' 'details' 'Here' 'is' 'the' 'meta' 'information' 'for' 'the'
 'observed' 'samples' ',' 'certificates' 'and' 'hardcoded' 'version'
 'stamps' ':' 'Certificate' 'MD5' 'Module' 'Version' 'Serial' 'Number' ':'
 '0x76607c02' 'Issuer' ':' 'CN=Ron' 'Validity' ':' 'from' '=' 'Tue' 'Aug'
 '30' '13:01:30' 'MSK' '2016' 'to' '=' 'Sat' 'Aug' '24' '13:01:30' 'MSK'
 '2041' 'Subject' ':' 'CN=Ron' '9e005144ea1a583531f86663a5f14607' '1' '–'
 '18abe28730c53de6d9e4786c7765c3d8' '2' '2.0' 'Serial' 'Number' ':'
 '0x6a0d1fec' 'Issuer' ':' 'CN=Sun' 'Validity' ':' 'from' '=' 'Mon' 'May'
 '16' '17:42:40' 'MSK' '2016' 'to' '=' 'Fri' 'May' '10' '17:42:40' 'MSK'
 '2041' 'Subject' ':' 'CN=Sun' '9ffc350ef94ef840728564846f2802b0' '2'
 'v2.51sun' '6c246bbb40b7c6e75c60a55c0da9e2f2' '2' 'v2.96s'
 '7c8a12e56e3e03938788b26b84b80bd6' '2' 'v3.09s'
 'bde7847487125084f9e03f2b6b05adc3' '2' 'v3.12s'
 '2560942bb50ee6e6f55afc495d238a12' '2' 'v3.18s' 'It' '’' 's'
 'interesting' 'that' 'the' 'issuer' '“' 'Sun' '”' 'matches' 'the' '“'
 'Sun1' '”' 'and' '“' 'Sun2' '”' 'identifiers' 'of' 'infected' 'devices'
 'from' 'the' 'FTP' 'server' ',' 'suggesting' 'they' 'may' 'be' 'test'
 'devices' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10  0 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10  0 10 10  0 10 10 10 10 10  0 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10  0 10 10  0 10 10  0 10 10  0 10 10
  0 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
572,"['The' 'analyzed' 'implant' 'has' 'a' 'complex' 'structure' ',' 'and'
 'for' 'now' 'we' 'have' 'observed' 'two' 'modules' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
573,"['First' '(' 'start' ')' 'module' 'The' 'first' 'module' ',' 'which' 'was'
 'installed' 'on' 'the' 'targeted' 'device' ',' 'could' 'be' 'controlled'
 'over' 'the' 'IRC' 'protocol' 'and' 'enable' 'deployment' 'of' 'other'
 'components' 'by' 'downloading' 'a' 'payload' 'from' 'the' 'FTP' 'server'
 ':' '@' 'install' 'command' 'As' 'can' 'be' 'seen' 'from' 'the'
 'screenshot' 'above' ',' 'a' 'new' 'component' 'was' 'copied' 'in' 'the'
 'system' 'path' ',' 'though' 'that' 'sort' 'of' 'operation' 'is'
 'impossible' 'without' 'root' 'privileges' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
574,"['At' 'the' 'time' 'of' 'writing' 'we' 'had' 'no' 'evidence' 'of' 'an'
 'exploit' 'being' 'used' 'to' 'obtain' 'root' 'privileges' ',' 'though'
 'it' 'is' 'possible' 'that' 'the' 'attackers' 'used' 'some' 'unseen'
 'component' 'to' 'implement' 'this' 'feature' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10]"
575,"['Here' 'is' 'a' 'full' 'list' 'of' 'possible' 'commands' 'that' 'can'
 'be' 'executed' 'by' 'the' 'first' 'module' ':' 'Command' 'name'
 'Description' '@' 'stop' 'Stop' 'IRC' '@' 'quit' 'System.exit' '(' '0'
 ')' '@' 'start' 'Start' 'IRC' '@' 'server' 'Set' 'IRC' 'server' '('
 'default' 'value' 'is' '“' 'irc.freenode.net' '”' ')' ',' 'port' 'is'
 'always' '6667' '@' 'boss' 'Set' 'IRC' 'command' 'and' 'control'
 'nickname' '(' 'default' 'value' 'is' '“' 'ISeency' '”' ')' '@' 'nick'
 'Set' 'IRC' 'client' 'nickname' '@' 'screen' 'Report' 'every' 'time'
 'when' 'screen' 'is' 'on' '(' 'enable/disable' ')' '@' 'root' 'Use'
 'root' 'features' '(' 'enable/disable' ')' '@' 'timer' 'Set' 'period'
 'of' 'IRCService' 'start' '@' 'hide' 'Hide' 'implant' 'icon' '@' 'unhide'
 'Unhide' 'implant' 'icon' '@' 'run' 'Execute' 'specified' 'shell' '@'
 'broadcast' 'Send' 'command' 'to' 'the' 'second' 'module' '@' 'echo'
 'Write' 'specified' 'message' 'to' 'log' '@' 'install' 'Download' 'and'
 'copy' 'specified' 'component' 'to' 'the' 'system' 'path' 'The' 'implant'
 'uses' 'a' 'complex' 'intent-based' 'communication' 'mechanism' 'between'
 'its' 'components' 'to' 'broadcast' 'commands' ':' 'Approximate' 'graph'
 'of' 'relationships' 'between' 'BusyGasper' 'components' 'Second' '('
 'main' ')' 'module' 'This' 'module' 'writes' 'a' 'log' 'of' 'the'
 'command' 'execution' 'history' 'to' 'the' 'file' 'named' '“' 'lock' '”'
 ',' 'which' 'is' 'later' 'exfiltrated' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10  0  5  5  5 10 10 10 10 10 10 10 10 10 10 10 10 10 10  0 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
576,"['Below' 'is' 'a' 'fragment' 'of' 'such' 'a' 'log' ':' 'Log' 'with'
 'specified' 'command' 'Log' 'files' 'can' 'be' 'uploaded' 'to' 'the'
 'FTP' 'server' 'and' 'sent' 'to' 'the' 'attacker' '’' 's' 'email' 'inbox'
 '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10]"
577,"['It' '’' 's' 'even' 'possible' 'to' 'send' 'log' 'messages' 'via' 'SMS'
 'to' 'the' 'attacker' '’' 's' 'number' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
578,"['As' 'the' 'screenshot' 'above' 'shows' ',' 'the' 'malware' 'has' 'its'
 'own' 'command' 'syntax' 'that' 'represents' 'a' 'combination' 'of'
 'characters' 'while' 'the' '“' '#' '”' 'symbol' 'is' 'a' 'delimiter' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10]"
579,"['A' 'full' 'list' 'of' 'all' 'possible' 'commands' 'with' 'descriptions'
 'can' 'be' 'found' 'in' 'Appendix' 'II' 'below' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
580,"['The' 'malware' 'has' 'all' 'the' 'popular' 'capabilities' 'of' 'modern'
 'spyware' '.']",[10 10 10 10 10 10 10 10 10 10 10]
581,"['Below' 'is' 'a' 'description' 'of' 'the' 'most' 'noteworthy' ':' 'The'
 'implant' 'is' 'able' 'to' 'spy' 'on' 'all' 'available' 'device'
 'sensors' 'and' 'to' 'log' 'registered' 'events' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10]"
582,"['Moreover' ',' 'there' 'is' 'a' 'special' 'handler' 'for' 'the'
 'accelerometer' 'that' 'is' 'able' 'to' 'calculate' 'and' 'log' 'the'
 'device' '’' 's' 'speed' ':' 'This' 'feature' 'is' 'used' 'in'
 'particular' 'by' 'the' 'command' '“' 'tk0' '”' 'that' 'mutes' 'the'
 'device' ',' 'disables' 'keyguard' ',' 'turns' 'off' 'the' 'brightness'
 ',' 'uses' 'wakelock' 'and' 'listens' 'to' 'device' 'sensors' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10]"
583,"['This' 'allows' 'it' 'to' 'silently' 'execute' 'any' 'backdoor'
 'activity' 'without' 'the' 'user' 'knowing' 'that' 'the' 'device' 'is'
 'in' 'an' 'active' 'state' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
584,"['As' 'soon' 'as' 'the' 'user' 'picks' 'up' 'the' 'device' ',' 'the'
 'implant' 'will' 'detect' 'a' 'motion' 'event' 'and' 'execute' 'the' '“'
 'tk1' '”' 'and' '“' 'input' 'keyevent' '3' '”' 'commands' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10]"
585,"['“' 'tk1' '”' 'will' 'disable' 'all' 'the' 'effects' 'of' 'the' '“' 'tk0'
 '”' 'command' ',' 'while' '“' 'input' 'keyevent' '3' '”' 'is' 'the'
 'shell' 'command' 'that' 'simulates' 'the' 'pressing' 'of' 'the' '‘'
 'home' '’' 'button' 'so' 'all' 'the' 'current' 'activities' 'will' 'be'
 'minimized' 'and' 'the' 'user' 'won' '’' 't' 'suspect' 'anything' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10]"
586,"['Location' 'services' 'to' 'enable' '(' 'GPS/network' ')' 'tracking' ':'
 'The' 'email' 'command' 'and' 'control' 'protocol' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
587,"['The' 'implant' 'can' 'log' 'in' 'to' 'the' 'attackers' 'email' 'inbox'
 ',' 'parse' 'emails' 'for' 'commands' 'in' 'a' 'special' '“' 'Cmd' '”'
 'folder' 'and' 'save' 'any' 'payloads' 'to' 'a' 'device' 'from' 'email'
 'attachments' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10]"
588,"['Accessing' 'the' '“' 'Cmd' '”' 'folder' 'in' 'the' 'attacker' '’' 's'
 'email' 'box' 'Moreover' ',' 'it' 'can' 'send' 'a' 'specified' 'file'
 'or' 'all' 'the' 'gathered' 'data' 'from' 'the' 'victim' 'device' 'via'
 'email' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10]"
589,['Emergency' 'SMS' 'commands' '.'],[10 10 10 10]
590,"['If' 'an' 'incoming' 'SMS' 'contains' 'one' 'of' 'the' 'following'
 'magic' 'strings' ':' '”' '2736428734″' 'or' '”' '7238742800″' 'the'
 'malware' 'will' 'execute' 'multiple' 'initial' 'commands' ':'
 'Keylogger' 'implementation' 'Keylogging' 'is' 'implemented' 'in' 'an'
 'original' 'manner' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10  0 10 10  0 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10]"
591,"['Immediately' 'after' 'activation' ',' 'the' 'malware' 'creates' 'a'
 'textView' 'element' 'in' 'a' 'new' 'window' 'with' 'the' 'following'
 'layout' 'parameters' ':' 'All' 'these' 'parameters' 'ensure' 'the'
 'element' 'is' 'hidden' 'from' 'the' 'user' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10]"
592,"['Then' 'it' 'adds' 'onTouchListener' 'to' 'this' 'textView' 'and' 'is'
 'able' 'to' 'process' 'every' 'user' 'tap' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
593,"['Interestingly' ',' 'there' 'is' 'an' 'allowlist' 'of' 'tapped'
 'activities' ':' 'ui.ConversationActivity' 'ui.ConversationListActivity'
 'SemcInCallScreen' 'Quadrapop' 'SocialPhonebookActivity' 'The' 'listener'
 'can' 'operate' 'with' 'only' 'coordinates' ',' 'so' 'it' 'calculates'
 'pressed' 'characters' 'by' 'matching' 'given' 'values' 'with'
 'hardcoded' 'ones' ':' 'Additionally' ',' 'if' 'there' 'is' 'a'
 'predefined' 'command' ',' 'the' 'keylogger' 'can' 'make' 'a'
 'screenshot' 'of' 'the' 'tapped' 'display' 'area' ':' 'Manual' 'access'
 'and' 'operator' 'menu' 'There' 'is' 'a' 'hidden' 'menu' '(' 'Activity'
 ')' 'for' 'controlling' 'implant' 'features' 'that' 'looks' 'like' 'it'
 'was' 'created' 'for' 'manual' 'operator' 'control' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10]"
594,"['To' 'activate' 'this' 'menu' 'the' 'operator' 'needs' 'to' 'call' 'the'
 'hardcoded' 'number' '“' '9909' '”' 'from' 'the' 'infected' 'device' ':'
 'A' 'hidden' 'menu' 'then' 'instantly' 'appears' 'on' 'the' 'device'
 'display' ':' 'The' 'operator' 'can' 'use' 'this' 'interface' 'to' 'type'
 'any' 'command' 'for' 'execution' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
595,['It' 'also' 'shows' 'a' 'current' 'malware' 'log' '.'],[10 10 10 10 10 10 10 10]
596,"['Infrastructure' 'FTP' 'server' 'The' 'attackers' 'used' 'ftp' ':'
 '//213.174.157' '[' '.']",[10 10 10 10 10 10  0  5  5  5  5]
597,[']' '151/' 'as' 'a' 'command' 'and' 'control' 'server' '.'],[ 5  5 10 10 10 10 10 10 10]
598,"['The' 'IP' 'belongs' 'to' 'the' 'free' 'Russian' 'web' 'hosting'
 'service' 'Ucoz' '.']",[10 10 10 10 10 10 10 10 10 10 10 10]
599,"['Files' 'Description' 'CMDS' '*' '.txt' 'Text' 'files' 'with' 'commands'
 'to' 'execute' 'supersu.apk' 'SuperSU' '(' 'eu.chainfire.supersu' ','
 'https' ':' '//play.google.com/store/apps/details' '?'
 'id=eu.chainfire.supersu' ')' 'tool' '246.us' 'us.x' 'SuperSU' 'ELF'
 'binaries' 'supersu.cfg' 'supersu.cfg.ju' 'supersu.cfg.old' 'SuperSU'
 'configs' 'with' 'spyware' 'implant' 'mention' 'bb.txt' 'BusyBox'
 'v1.26.2' 'ELF' 'file' 'bdata.xml' 'Config' 'file' 'for' 'excluding'
 'malware' 'components' 'from' 'Android' 'battery' 'saver' 'feature'
 'Doze' 'bdatas.apk' 'Main' 'implant' 'module'
 'com.android.network.irc.apk' 'Start' 'implant' 'module'
 'MobileManagerService.apk' 'ASUS' 'firmware' 'system' 'component' '('
 'clean' ')' 'mobilemanager.apk' 'Corrupted' 'archive' 'privapp.txt'
 'Looks' 'like' 'a' 'list' 'of' 'system' 'applications' '(' 'including'
 'spyware' 'components' ')' 'from' 'the' 'infected' 'device' 'run-as.x'
 'run-as.y' 'Run-as' 'tool' 'ELF' 'file' 'SuperSU' 'config' 'fragment'
 'for' 'implant' 'components' 'and' 'the' 'busybox' 'tool' 'supersu.cfg'
 ':' 'This' 'config' 'allows' 'the' 'implant' 'to' 'use' 'all' 'root'
 'features' 'silently' '.']","[10 10 10 10 10 10 10 10 10 10 10  0 10 10  0 10  0  5  5  5  5 10 10  0
  0 10 10 10  0  0  0 10 10 10 10 10 10  0 10 10 10 10  0 10 10 10 10 10
 10 10  3 10 10 10 10  0 10 10 10  0 10 10 10  0  2 10 10 10 10 10 10  0
 10 10  0 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  0  0 10 10 10
 10 10 10 10 10 10 10 10 10 10 10  0 10 10 10 10 10 10 10 10 10 10 10 10
 10]"
600,"['Content' 'of' 'bdata.xml' 'file' ':' 'It' 'can' 'be' 'added' 'to' 'the'
 '/system/etc/sysconfig/' 'path' 'to' 'allowlist' 'specified' 'implant'
 'components' 'from' 'the' 'battery' 'saving' 'system' '.']",[10 10 10 10 10 10 10 10 10 10 10  0 10 10 10 10 10 10 10 10 10 10 10 10]
601,"['Email' 'account' 'A' 'Gmail' 'account' 'with' 'password' 'is'
 'mentioned' 'in' 'the' 'sample' '’' 's' 'code' ':' 'It' 'contains' 'the'
 'victim' '’' 's' 'exfiltrated' 'data' 'and' '“' 'cmd' '”' 'directory'
 'with' 'commands' 'for' 'victim' 'devices' '.']","[10 10 10  3 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10]"
602,"['10' 'million' 'Android' 'phones' 'infected' 'by' 'all-powerful'
 'auto-rooting' 'apps' 'First' 'detected' 'in' 'November' ','
 'Shedun/HummingBad' 'infections' 'are' 'surging' '.']",[10 10  3 10 10 10 10 10 10 10 10 10 10 10  1 10 10 10 10]
603,"['7/7/2016' ',' '1:50' 'PM' 'Security' 'experts' 'have' 'documented' 'a'
 'disturbing' 'spike' 'in' 'a' 'particularly' 'virulent' 'family' 'of'
 'Android' 'malware' ',' 'with' 'more' 'than' '10' 'million' 'handsets'
 'infected' 'and' 'more' 'than' '286,000' 'of' 'them' 'in' 'the' 'US' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  3 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10]"
604,"['FURTHER' 'READING' 'New' 'type' 'of' 'auto-rooting' 'Android' 'adware'
 'is' 'nearly' 'impossible' 'to' 'remove' 'Researchers' 'from' 'security'
 'firm' 'Check' 'Point' 'Software' 'said' 'the' 'malware' 'installs'
 'more' 'than' '50,000' 'fraudulent' 'apps' 'each' 'day' ',' 'displays'
 '20' 'million' 'malicious' 'advertisements' ',' 'and' 'generates' 'more'
 'than' '$' '300,000' 'per' 'month' 'in' 'revenue' '.']","[10 10 10 10 10 10  3 10 10 10 10 10 10 10 10 10 10  2  7  7 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10]"
605,"['The' 'success' 'is' 'largely' 'the' 'result' 'of' 'the' 'malware' ""'s""
 'ability' 'to' 'silently' 'root' 'a' 'large' 'percentage' 'of' 'the'
 'phones' 'it' 'infects' 'by' 'exploiting' 'vulnerabilities' 'that'
 'remain' 'unfixed' 'in' 'older' 'versions' 'of' 'Android' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
  4  9  9  9  9  9  9  9  9 10]"
606,"['The' 'Check' 'Point' 'researchers' 'have' 'dubbed' 'the' 'malware'
 'family' '""' 'HummingBad' ',' ""''"" 'but' 'researchers' 'from' 'mobile'
 'security' 'company' 'Lookout' 'say' 'HummingBad' 'is' 'in' 'fact'
 'Shedun' ',' 'a' 'family' 'of' 'auto-rooting' 'malware' 'that' 'came'
 'to' 'light' 'last' 'November' 'and' 'had' 'already' 'infected' 'a'
 'large' 'number' 'of' 'devices' '.']","[10  2  7 10 10 10 10 10 10 10  1 10 10 10 10 10 10 10 10  2 10  1 10 10
 10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
607,"['Update' 'Jul' '11' '2016' '8:32' ':' 'On' 'Monday' ',' 'a' 'Checkpoint'
 'representative' 'disputed' 'Lookout' ""'s"" 'contention' 'and' 'pointed'
 'to' 'this' 'blog' 'post' 'from' 'security' 'firm' 'Eleven' 'Paths' 'as'
 'support' '.']","[10 10 10 10 10 10 10 10 10 10  2 10 10  2 10 10 10 10 10 10 10 10 10 10
 10  2  7 10 10 10]"
608,"['The' 'blog' 'post' 'said' 'HummingBad' '""' 'uses' 'a' 'completely'
 'different' 'infrastructure' 'with' 'little' 'in' 'common' ""''"" 'with'
 'Shedun' '.']",[10 10 10 10  1 10 10 10 10 10 10 10 10 10 10 10 10  6 10]
